hour;Measured & upscaled [MW]
01/03/2018 11:45;844.5
01/03/2018 12:00;834.6
01/03/2018 12:15;829.59
01/03/2018 12:30;801.09
01/03/2018 12:45;815.13
01/03/2018 13:00;850.59
01/03/2018 13:15;825.87
01/03/2018 13:30;888.74
01/03/2018 13:45;894.92
01/03/2018 14:00;863.2
01/03/2018 14:15;905.24
01/03/2018 14:30;878.37
01/03/2018 14:45;873.58
01/03/2018 15:00;903.36
01/03/2018 15:15;883.29
01/03/2018 15:30;901.61
01/03/2018 15:45;902.3
01/03/2018 16:00;943.39
01/03/2018 16:15;976.87
01/03/2018 16:30;962.41
01/03/2018 16:45;956.71
01/03/2018 17:00;970.36
01/03/2018 17:15;969
01/03/2018 17:30;959.91
01/03/2018 17:45;975.78
01/03/2018 18:00;991.16
01/03/2018 18:15;958.19
01/03/2018 18:30;990.17
01/03/2018 18:45;987.5
01/03/2018 19:00;995.83
01/03/2018 19:15;993.46
01/03/2018 19:30;1008.11
01/03/2018 19:45;973.9
01/03/2018 20:00;963.98
01/03/2018 20:15;983.74
01/03/2018 20:30;988.68
01/03/2018 20:45;966.78
01/03/2018 21:00;977.23
01/03/2018 21:15;981.4
01/03/2018 21:30;962.94
01/03/2018 21:45;972.24
01/03/2018 22:00;1008.42
01/03/2018 22:15;1003.4
01/03/2018 22:30;1013.43
01/03/2018 22:45;996.01
01/03/2018 23:00;1006.14
01/03/2018 23:15;977.82
01/03/2018 23:30;970.51
01/03/2018 23:45;1019.69
