hour;Measured & upscaled [MW]
22/03/2018 17:30;237.69
22/03/2018 17:45;212.02
22/03/2018 18:00;200.8
22/03/2018 18:15;192.26
22/03/2018 18:30;182.59
22/03/2018 18:45;171.83
22/03/2018 19:00;163.32
22/03/2018 19:15;156.22
22/03/2018 19:30;150.02
22/03/2018 19:45;143.41
22/03/2018 20:00;140.52
22/03/2018 20:15;138.52
22/03/2018 20:30;138.71
22/03/2018 20:45;137.64
22/03/2018 21:00;135.12
22/03/2018 21:15;150.83
22/03/2018 21:30;156.63
22/03/2018 21:45;151.38
22/03/2018 22:00;163.25
22/03/2018 22:15;176.16
22/03/2018 22:30;199.82
22/03/2018 22:45;192.06
22/03/2018 23:00;182.91
22/03/2018 23:15;186.52
22/03/2018 23:30;198.1
22/03/2018 23:45;211.27
23/03/2018 00:00;208.1
23/03/2018 00:15;196.32
23/03/2018 00:30;185.3
23/03/2018 00:45;174.49
23/03/2018 01:00;183.97
23/03/2018 01:15;196.96
23/03/2018 01:30;197.07
23/03/2018 01:45;193.52
23/03/2018 02:00;190.4
23/03/2018 02:15;193.71
23/03/2018 02:30;201.58
23/03/2018 02:45;206.78
23/03/2018 03:00;199.56
23/03/2018 03:15;186.05
23/03/2018 03:30;176.5
23/03/2018 03:45;196.16
23/03/2018 04:00;206.73
23/03/2018 04:15;204.3
23/03/2018 04:30;190.67
23/03/2018 04:45;184.49
23/03/2018 05:00;183.04
23/03/2018 05:15;188.55
23/03/2018 05:30;188.83
23/03/2018 05:45;183.56
23/03/2018 06:00;174.79
23/03/2018 06:15;179.91
23/03/2018 06:30;187.64
23/03/2018 06:45;192.24
23/03/2018 07:00;206.34
23/03/2018 07:15;225.83
23/03/2018 07:30;216.63
23/03/2018 07:45;224.76
23/03/2018 08:00;268.47
23/03/2018 08:15;292.35
23/03/2018 08:30;308.32
23/03/2018 08:45;321.06
23/03/2018 09:00;339.65
23/03/2018 09:15;360.02
23/03/2018 09:30;334.7
23/03/2018 09:45;373.39
23/03/2018 10:00;422.17
23/03/2018 10:15;435.86
23/03/2018 10:30;519.74
23/03/2018 10:45;597.69
23/03/2018 11:00;592.21
23/03/2018 11:15;573.88
23/03/2018 11:30;556.99
23/03/2018 11:45;565.11
23/03/2018 12:00;580.39
23/03/2018 12:15;560.13
23/03/2018 12:30;555.39
23/03/2018 12:45;553.28
23/03/2018 13:00;579.91
23/03/2018 13:15;571.06
23/03/2018 13:30;567.3
23/03/2018 13:45;564.46
23/03/2018 14:00;555.57
23/03/2018 14:15;538.18
23/03/2018 14:30;490.72
23/03/2018 14:45;480.98
23/03/2018 15:00;463.31
23/03/2018 15:15;453.94
23/03/2018 15:30;431.97
23/03/2018 15:45;415.13
23/03/2018 16:00;361.07
23/03/2018 16:15;336.06
23/03/2018 16:30;299.2
23/03/2018 16:45;280.88
23/03/2018 17:00;278.82
23/03/2018 17:15;259.8
23/03/2018 17:30;250.57
23/03/2018 17:45;234.95
23/03/2018 18:00;221.51
23/03/2018 18:15;215.58
23/03/2018 18:30;224.12
23/03/2018 18:45;213.89
23/03/2018 19:00;204.47
23/03/2018 19:15;195.42
23/03/2018 19:30;190.01
23/03/2018 19:45;204.79
23/03/2018 20:00;203.23
23/03/2018 20:15;208.76
23/03/2018 20:30;192.92
23/03/2018 20:45;193.3
23/03/2018 21:00;194.09
23/03/2018 21:15;203.82
23/03/2018 21:30;200.18
23/03/2018 21:45;191.83
23/03/2018 22:00;200.88
23/03/2018 22:15;205.88
23/03/2018 22:30;196.55
23/03/2018 22:45;191.25
23/03/2018 23:00;180.36
23/03/2018 23:15;172.69
23/03/2018 23:30;160.15
23/03/2018 23:45;159.35
24/03/2018 00:00;155.13
24/03/2018 00:15;164.89
24/03/2018 00:30;178.17
24/03/2018 00:45;180.8
24/03/2018 01:00;179.31
24/03/2018 01:15;164.06
24/03/2018 01:30;152.46
24/03/2018 01:45;133.69
24/03/2018 02:00;106.19
24/03/2018 02:15;93.5
24/03/2018 02:30;85.9
24/03/2018 02:45;79.45
24/03/2018 03:00;60.37
24/03/2018 03:15;49.55
24/03/2018 03:30;54.63
24/03/2018 03:45;58.04
24/03/2018 04:00;65.36
24/03/2018 04:15;57.64
24/03/2018 04:30;61.62
24/03/2018 04:45;64.42
24/03/2018 05:00;76.95
24/03/2018 05:15;83.99
24/03/2018 05:30;77.95
24/03/2018 05:45;76.31
24/03/2018 06:00;69.41
24/03/2018 06:15;76.79
24/03/2018 06:30;85.67
24/03/2018 06:45;92.72
24/03/2018 07:00;92.79
24/03/2018 07:15;96.01
24/03/2018 07:30;93.98
24/03/2018 07:45;88.41
24/03/2018 08:00;80.8
24/03/2018 08:15;68.11
24/03/2018 08:30;64.14
24/03/2018 08:45;61.35
24/03/2018 09:00;58.28
24/03/2018 09:15;52.66
24/03/2018 09:30;55.99
24/03/2018 09:45;60.02
24/03/2018 10:00;68.38
24/03/2018 10:15;80.97
24/03/2018 10:30;74.83
24/03/2018 10:45;73.9
24/03/2018 11:00;77.94
24/03/2018 11:15;72.55
24/03/2018 11:30;72.28
24/03/2018 11:45;67.02
24/03/2018 12:00;62.01
24/03/2018 12:15;64.51
24/03/2018 12:30;53.09
24/03/2018 12:45;46.14
24/03/2018 13:00;39.26
24/03/2018 13:15;36.2
24/03/2018 13:30;33.54
24/03/2018 13:45;30.48
24/03/2018 14:00;26.27
24/03/2018 14:15;29.01
24/03/2018 14:30;26.42
24/03/2018 14:45;26.42
24/03/2018 15:00;22.41
24/03/2018 15:15;25.01
24/03/2018 15:30;25.06
24/03/2018 15:45;24.83
24/03/2018 16:00;24.2
24/03/2018 16:15;25.42
24/03/2018 16:30;23.14
24/03/2018 16:45;27
24/03/2018 17:00;27.12
24/03/2018 17:15;29.45
24/03/2018 17:30;35.59
24/03/2018 17:45;38.45
24/03/2018 18:00;45.66
24/03/2018 18:15;51.29
24/03/2018 18:30;62.03
24/03/2018 18:45;80.03
24/03/2018 19:00;94.64
24/03/2018 19:15;102.62
24/03/2018 19:30;119.09
24/03/2018 19:45;144.06
24/03/2018 20:00;160.19
24/03/2018 20:15;153.24
24/03/2018 20:30;158.41
24/03/2018 20:45;172.24
24/03/2018 21:00;202.41
24/03/2018 21:15;211.92
24/03/2018 21:30;211.56
24/03/2018 21:45;198.15
24/03/2018 22:00;193.86
24/03/2018 22:15;194.85
24/03/2018 22:30;186.65
24/03/2018 22:45;180.55
24/03/2018 23:00;159.67
24/03/2018 23:15;148.79
24/03/2018 23:30;139.33
24/03/2018 23:45;123.07
25/03/2018 00:00;115.64
25/03/2018 00:15;113.92
25/03/2018 00:30;102.25
25/03/2018 00:45;97.14
25/03/2018 01:00;93.04
25/03/2018 01:15;91.89
25/03/2018 01:30;87.92
25/03/2018 01:45;88.35
25/03/2018 03:00;89.69
25/03/2018 03:15;78.42
25/03/2018 03:30;72.89
25/03/2018 03:45;73.66
25/03/2018 04:00;75.26
25/03/2018 04:15;74.23
25/03/2018 04:30;72.94
25/03/2018 04:45;67.98
25/03/2018 05:00;66.47
25/03/2018 05:15;64.08
25/03/2018 05:30;66.73
25/03/2018 05:45;66.41
25/03/2018 06:00;58.73
25/03/2018 06:15;53.87
25/03/2018 06:30;48.61
25/03/2018 06:45;47.07
25/03/2018 07:00;43.3
25/03/2018 07:15;43.35
25/03/2018 07:30;41.89
25/03/2018 07:45;40.15
25/03/2018 08:00;43.02
25/03/2018 08:15;44.9
25/03/2018 08:30;47.37
25/03/2018 08:45;52.18
25/03/2018 09:00;52.38
25/03/2018 09:15;52.08
25/03/2018 09:30;49.97
25/03/2018 09:45;53.72
25/03/2018 10:00;48.54
25/03/2018 10:15;49.25
25/03/2018 10:30;38.28
25/03/2018 10:45;32.18
25/03/2018 11:00;33.03
25/03/2018 11:15;30.97
25/03/2018 11:30;34.63
25/03/2018 11:45;40.46
25/03/2018 12:00;46.09
25/03/2018 12:15;57.86
25/03/2018 12:30;64.52
25/03/2018 12:45;69.14
25/03/2018 13:00;72.72
25/03/2018 13:15;67.1
25/03/2018 13:30;68.59
25/03/2018 13:45;71.35
25/03/2018 14:00;74.89
25/03/2018 14:15;76.17
25/03/2018 14:30;85.02
25/03/2018 14:45;88.72
25/03/2018 15:00;87.12
25/03/2018 15:15;87.93
25/03/2018 15:30;95.09
25/03/2018 15:45;96.32
25/03/2018 16:00;101.15
25/03/2018 16:15;138.29
25/03/2018 16:30;173.37
25/03/2018 16:45;186.73
25/03/2018 17:00;194.56
25/03/2018 17:15;203.8
25/03/2018 17:30;208.69
25/03/2018 17:45;238.07
25/03/2018 18:00;227.07
25/03/2018 18:15;214.91
25/03/2018 18:30;221.95
25/03/2018 18:45;241.98
25/03/2018 19:00;240.17
25/03/2018 19:15;236.73
25/03/2018 19:30;215.82
25/03/2018 19:45;201.22
25/03/2018 20:00;198.93
25/03/2018 20:15;189.13
25/03/2018 20:30;185.9
25/03/2018 20:45;178.11
25/03/2018 21:00;168.4
25/03/2018 21:15;169.41
25/03/2018 21:30;159.48
25/03/2018 21:45;158.31
25/03/2018 22:00;151.98
25/03/2018 22:15;154.45
25/03/2018 22:30;148.32
25/03/2018 22:45;149.4
25/03/2018 23:00;139.83
25/03/2018 23:15;136.65
25/03/2018 23:30;133.45
25/03/2018 23:45;131.36
26/03/2018 00:00;124.6
26/03/2018 00:15;125.68
26/03/2018 00:30;117.57
26/03/2018 00:45;114.41
26/03/2018 01:00;114.87
26/03/2018 01:15;112.03
26/03/2018 01:30;106.7
26/03/2018 01:45;102.56
26/03/2018 02:00;95.21
26/03/2018 02:15;92.05
26/03/2018 02:30;90.18
26/03/2018 02:45;89.42
26/03/2018 03:00;85.74
26/03/2018 03:15;71.64
26/03/2018 03:30;63.91
26/03/2018 03:45;73.77
26/03/2018 04:00;81.21
26/03/2018 04:15;85.45
26/03/2018 04:30;88.72
26/03/2018 04:45;79.8
26/03/2018 05:00;76.18
26/03/2018 05:15;79.8
26/03/2018 05:30;71.17
26/03/2018 05:45;67.99
26/03/2018 06:00;68
26/03/2018 06:15;71.21
26/03/2018 06:30;74.94
26/03/2018 06:45;73.13
26/03/2018 07:00;71.57
26/03/2018 07:15;66.33
26/03/2018 07:30;65
26/03/2018 07:45;54.49
26/03/2018 08:00;42.32
26/03/2018 08:15;38.79
26/03/2018 08:30;33.09
26/03/2018 08:45;23.63
26/03/2018 09:00;20.63
26/03/2018 09:15;18.83
26/03/2018 09:30;11.65
26/03/2018 09:45;11.73
26/03/2018 10:00;18.67
26/03/2018 10:15;25.3
26/03/2018 10:30;34.59
26/03/2018 10:45;45.1
26/03/2018 11:00;59.12
26/03/2018 11:15;54.82
26/03/2018 11:30;58.83
26/03/2018 11:45;51.61
26/03/2018 12:00;57.25
26/03/2018 12:15;52.97
26/03/2018 12:30;53.88
26/03/2018 12:45;53.35
26/03/2018 13:00;54.73
26/03/2018 13:15;65.01
26/03/2018 13:30;66
26/03/2018 13:45;59.22
26/03/2018 14:00;63.65
26/03/2018 14:15;95.14
26/03/2018 14:30;101.59
26/03/2018 14:45;110.36
26/03/2018 15:00;94.45
26/03/2018 15:15;104
26/03/2018 15:30;92.23
26/03/2018 15:45;85.48
26/03/2018 16:00;95.24
26/03/2018 16:15;94.56
26/03/2018 16:30;112.88
26/03/2018 16:45;122.75
26/03/2018 17:00;129.27
26/03/2018 17:15;138.55
26/03/2018 17:30;137.81
26/03/2018 17:45;116
26/03/2018 18:00;100.42
26/03/2018 18:15;105.21
26/03/2018 18:30;105.62
26/03/2018 18:45;81.13
26/03/2018 19:00;69.57
26/03/2018 19:15;52.79
26/03/2018 19:30;52.79
26/03/2018 19:45;67.27
26/03/2018 20:00;103.74
26/03/2018 20:15;95.29
26/03/2018 20:30;76.67
26/03/2018 20:45;70.81
26/03/2018 21:00;72.64
26/03/2018 21:15;74.35
26/03/2018 21:30;73.31
26/03/2018 21:45;79.08
26/03/2018 22:00;68.19
26/03/2018 22:15;56.62
26/03/2018 22:30;49.15
26/03/2018 22:45;43.49
26/03/2018 23:00;35.07
26/03/2018 23:15;33.42
26/03/2018 23:30;35
26/03/2018 23:45;37.93
27/03/2018 00:00;34.04
27/03/2018 00:15;33.04
27/03/2018 00:30;34.55
27/03/2018 00:45;32.19
27/03/2018 01:00;31.65
27/03/2018 01:15;36.33
27/03/2018 01:30;42.6
27/03/2018 01:45;40.57
27/03/2018 02:00;41.05
27/03/2018 02:15;48.55
27/03/2018 02:30;59.65
27/03/2018 02:45;67.76
27/03/2018 03:00;75.6
27/03/2018 03:15;80.92
27/03/2018 03:30;92.76
27/03/2018 03:45;105.17
27/03/2018 04:00;111.4
27/03/2018 04:15;115.54
27/03/2018 04:30;114.4
27/03/2018 04:45;118.51
27/03/2018 05:00;120.24
27/03/2018 05:15;127.39
27/03/2018 05:30;139.95
27/03/2018 05:45;146.53
27/03/2018 06:00;157.78
27/03/2018 06:15;174.13
27/03/2018 06:30;187.29
27/03/2018 06:45;190.85
27/03/2018 07:00;197.53
27/03/2018 07:15;195.12
27/03/2018 07:30;194.51
27/03/2018 07:45;204.75
27/03/2018 08:00;215.65
27/03/2018 08:15;234.85
27/03/2018 08:30;256.32
27/03/2018 08:45;285.45
27/03/2018 09:00;289.1
27/03/2018 09:15;264.78
27/03/2018 09:30;244.93
27/03/2018 09:45;233.37
27/03/2018 10:00;222.87
27/03/2018 10:15;201.51
27/03/2018 10:30;178.56
27/03/2018 10:45;159.63
27/03/2018 11:00;126.02
27/03/2018 11:15;139.3
27/03/2018 11:30;151.54
27/03/2018 11:45;178.15
27/03/2018 12:00;205.64
27/03/2018 12:15;236.95
27/03/2018 12:30;301.41
27/03/2018 12:45;314.47
27/03/2018 13:00;353.93
27/03/2018 13:15;381.6
27/03/2018 13:30;412.36
27/03/2018 13:45;455.29
27/03/2018 14:00;451.22
27/03/2018 14:15;466.39
27/03/2018 14:30;538.42
27/03/2018 14:45;533.14
27/03/2018 15:00;549.04
27/03/2018 15:15;582.45
27/03/2018 15:30;608.47
27/03/2018 15:45;600.08
27/03/2018 16:00;647.5
27/03/2018 16:15;648.45
27/03/2018 16:30;589.28
27/03/2018 16:45;553.37
27/03/2018 17:00;585.85
27/03/2018 17:15;595.41
27/03/2018 17:30;559.57
27/03/2018 17:45;560.49
27/03/2018 18:00;535.57
27/03/2018 18:15;518.17
27/03/2018 18:30;533.84
27/03/2018 18:45;513.97
27/03/2018 19:00;486.5
27/03/2018 19:15;461.32
27/03/2018 19:30;433.89
27/03/2018 19:45;426.81
27/03/2018 20:00;410.29
27/03/2018 20:15;379.08
27/03/2018 20:30;325.27
27/03/2018 20:45;322
27/03/2018 21:00;293.11
27/03/2018 21:15;294.48
27/03/2018 21:30;263.22
27/03/2018 21:45;251.85
27/03/2018 22:00;266.63
27/03/2018 22:15;252.28
27/03/2018 22:30;272.33
27/03/2018 22:45;268.24
27/03/2018 23:00;257.69
27/03/2018 23:15;258.98
27/03/2018 23:30;261.75
27/03/2018 23:45;280.24
28/03/2018 00:00;286.99
28/03/2018 00:15;285.42
28/03/2018 00:30;307.97
28/03/2018 00:45;335.63
28/03/2018 01:00;343.54
28/03/2018 01:15;391.72
28/03/2018 01:30;368.89
28/03/2018 01:45;379.44
28/03/2018 02:00;421.52
28/03/2018 02:15;453.54
28/03/2018 02:30;453.84
28/03/2018 02:45;458.02
28/03/2018 03:00;448.3
28/03/2018 03:15;360.55
28/03/2018 03:30;368.06
28/03/2018 03:45;414.84
28/03/2018 04:00;442.59
28/03/2018 04:15;397.24
28/03/2018 04:30;353.18
28/03/2018 04:45;314.74
28/03/2018 05:00;295.05
28/03/2018 05:15;272.89
28/03/2018 05:30;261.94
28/03/2018 05:45;268.03
28/03/2018 06:00;243.53
28/03/2018 06:15;223.23
28/03/2018 06:30;209.53
28/03/2018 06:45;192.06
28/03/2018 07:00;176.53
28/03/2018 07:15;169.41
28/03/2018 07:30;169.91
28/03/2018 07:45;153.2
28/03/2018 08:00;151.92
28/03/2018 08:15;142.43
28/03/2018 08:30;136.93
28/03/2018 08:45;143.83
28/03/2018 09:00;169.38
28/03/2018 09:15;192.54
28/03/2018 09:30;194.51
28/03/2018 09:45;211.74
28/03/2018 10:00;226.47
28/03/2018 10:15;217.95
28/03/2018 10:30;209.1
28/03/2018 10:45;220.34
28/03/2018 11:00;203.96
28/03/2018 11:15;194.47
28/03/2018 11:30;192.14
28/03/2018 11:45;204.45
28/03/2018 12:00;165.57
28/03/2018 12:15;150.49
28/03/2018 12:30;136.97
28/03/2018 12:45;146.95
28/03/2018 13:00;159.92
28/03/2018 13:15;157.42
28/03/2018 13:30;163.28
28/03/2018 13:45;179.58
28/03/2018 14:00;206.46
28/03/2018 14:15;228.37
28/03/2018 14:30;263.6
28/03/2018 14:45;286.33
28/03/2018 15:00;275.12
28/03/2018 15:15;273.29
28/03/2018 15:30;268.58
28/03/2018 15:45;257.1
28/03/2018 16:00;237.61
28/03/2018 16:15;274.81
28/03/2018 16:30;315.85
28/03/2018 16:45;339.88
28/03/2018 17:00;386.24
28/03/2018 17:15;507.87
28/03/2018 17:30;573.62
28/03/2018 17:45;627.06
28/03/2018 18:00;674.29
28/03/2018 18:15;798.15
28/03/2018 18:30;822.12
28/03/2018 18:45;822.35
28/03/2018 19:00;896.14
28/03/2018 19:15;918.09
28/03/2018 19:30;948.11
28/03/2018 19:45;906.55
28/03/2018 20:00;841.57
28/03/2018 20:15;838.53
28/03/2018 20:30;809.57
28/03/2018 20:45;771.97
28/03/2018 21:00;753.55
28/03/2018 21:15;712.69
28/03/2018 21:30;697.7
28/03/2018 21:45;621.33
28/03/2018 22:00;547.73
28/03/2018 22:15;498.04
28/03/2018 22:30;453.11
28/03/2018 22:45;406.59
28/03/2018 23:00;344.69
28/03/2018 23:15;305.75
28/03/2018 23:30;289.03
28/03/2018 23:45;291.46
29/03/2018 00:00;287.82
29/03/2018 00:15;269.44
29/03/2018 00:30;281.98
29/03/2018 00:45;290.55
29/03/2018 01:00;277.42
29/03/2018 01:15;252.16
29/03/2018 01:30;266.01
29/03/2018 01:45;265.83
29/03/2018 02:00;285.57
29/03/2018 02:15;274.79
29/03/2018 02:30;291.83
29/03/2018 02:45;281.01
29/03/2018 03:00;260.61
29/03/2018 03:15;223.61
29/03/2018 03:30;216.34
29/03/2018 03:45;216.9
29/03/2018 04:00;209.73
29/03/2018 04:15;202.17
29/03/2018 04:30;191.12
29/03/2018 04:45;209.37
29/03/2018 05:00;245.24
29/03/2018 05:15;238
29/03/2018 05:30;219.13
29/03/2018 05:45;216.6
29/03/2018 06:00;179.17
29/03/2018 06:15;179.76
29/03/2018 06:30;177.58
29/03/2018 06:45;194.65
29/03/2018 07:00;203.48
29/03/2018 07:15;218.5
29/03/2018 07:30;227.32
29/03/2018 07:45;238.08
29/03/2018 08:00;259.2
29/03/2018 08:15;262.15
29/03/2018 08:30;251.21
29/03/2018 08:45;256.95
29/03/2018 09:00;234.13
29/03/2018 09:15;227.9
29/03/2018 09:30;208.06
29/03/2018 09:45;186.87
29/03/2018 10:00;175.87
29/03/2018 10:15;155.65
29/03/2018 10:30;138.41
29/03/2018 10:45;127.85
29/03/2018 11:00;108.45
29/03/2018 11:15;132.14
29/03/2018 11:30;164.1
29/03/2018 11:45;180.59
29/03/2018 12:00;242.15
29/03/2018 12:15;274.2
29/03/2018 12:30;299.55
29/03/2018 12:45;297.92
29/03/2018 13:00;288.13
29/03/2018 13:15;266.92
29/03/2018 13:30;235.75
29/03/2018 13:45;243.08
29/03/2018 14:00;211.2
29/03/2018 14:15;173.82
29/03/2018 14:30;150.37
29/03/2018 14:45;134.31
29/03/2018 15:00;130.7
29/03/2018 15:15;141.56
29/03/2018 15:30;144.5
29/03/2018 15:45;132.86
29/03/2018 16:00;112.35
29/03/2018 16:15;104.22
29/03/2018 16:30;87.69
29/03/2018 16:45;99.1
29/03/2018 17:00;108.95
29/03/2018 17:15;118.2
29/03/2018 17:30;160.37
29/03/2018 17:45;183.69
29/03/2018 18:00;183.47
29/03/2018 18:15;206.16
29/03/2018 18:30;200.29
29/03/2018 18:45;219.96
29/03/2018 19:00;196.63
29/03/2018 19:15;193.51
29/03/2018 19:30;182.95
29/03/2018 19:45;189.84
29/03/2018 20:00;191.8
29/03/2018 20:15;197.16
29/03/2018 20:30;196.6
29/03/2018 20:45;222.17
29/03/2018 21:00;220.72
29/03/2018 21:15;247.69
29/03/2018 21:30;276.48
29/03/2018 21:45;297.95
29/03/2018 22:00;295.2
29/03/2018 22:15;283.89
29/03/2018 22:30;307.47
29/03/2018 22:45;329.37
29/03/2018 23:00;354.3
29/03/2018 23:15;364.73
29/03/2018 23:30;366.85
29/03/2018 23:45;352.11
30/03/2018 00:00;364.14
30/03/2018 00:15;365.09
30/03/2018 00:30;362.03
30/03/2018 00:45;333.5
30/03/2018 01:00;305.69
30/03/2018 01:15;313.96
30/03/2018 01:30;326.57
30/03/2018 01:45;337.17
30/03/2018 02:00;318.26
30/03/2018 02:15;304.64
30/03/2018 02:30;313.67
30/03/2018 02:45;303.8
30/03/2018 03:00;349.79
30/03/2018 03:15;317.38
30/03/2018 03:30;289.56
30/03/2018 03:45;286.75
30/03/2018 04:00;275.5
30/03/2018 04:15;264.62
30/03/2018 04:30;288.81
30/03/2018 04:45;311.27
30/03/2018 05:00;324.63
30/03/2018 05:15;326.66
30/03/2018 05:30;349.27
30/03/2018 05:45;346.75
30/03/2018 06:00;351.71
30/03/2018 06:15;367.36
30/03/2018 06:30;342.94
30/03/2018 06:45;338.98
30/03/2018 07:00;356.73
30/03/2018 07:15;328.47
30/03/2018 07:30;324.15
30/03/2018 07:45;324.44
30/03/2018 08:00;334.58
30/03/2018 08:15;339.25
30/03/2018 08:30;326.3
30/03/2018 08:45;332.34
30/03/2018 09:00;318.7
30/03/2018 09:15;297.67
30/03/2018 09:30;279.34
30/03/2018 09:45;271.64
30/03/2018 10:00;268.86
30/03/2018 10:15;239.42
30/03/2018 10:30;228.59
30/03/2018 10:45;236.31
30/03/2018 11:00;228.33
30/03/2018 11:15;199.51
30/03/2018 11:30;197.53
30/03/2018 11:45;227.78
30/03/2018 12:00;231.49
30/03/2018 12:15;257.69
30/03/2018 12:30;265.71
30/03/2018 12:45;305.23
30/03/2018 13:00;366.4
30/03/2018 13:15;450.78
30/03/2018 13:30;503.85
30/03/2018 13:45;491.87
30/03/2018 14:00;501.45
30/03/2018 14:15;531.34
30/03/2018 14:30;596.6
30/03/2018 14:45;644.61
30/03/2018 15:00;628.73
30/03/2018 15:15;637.37
30/03/2018 15:30;670.41
30/03/2018 15:45;676.29
30/03/2018 16:00;649.76
30/03/2018 16:15;755.72
30/03/2018 16:30;723.6
30/03/2018 16:45;723.76
30/03/2018 17:00;684.63
30/03/2018 17:15;657.52
30/03/2018 17:30;468.22
30/03/2018 17:45;329.64
30/03/2018 18:00;319.43
30/03/2018 18:15;342.66
30/03/2018 18:30;335.43
30/03/2018 18:45;347.27
30/03/2018 19:00;316.4
30/03/2018 19:15;298.14
30/03/2018 19:30;302.84
30/03/2018 19:45;341.25
30/03/2018 20:00;353.01
30/03/2018 20:15;420.62
30/03/2018 20:30;409.82
30/03/2018 20:45;349.79
30/03/2018 21:00;411.81
30/03/2018 21:15;380.78
30/03/2018 21:30;344.09
30/03/2018 21:45;327.92
30/03/2018 22:00;295.59
30/03/2018 22:15;303.08
30/03/2018 22:30;313.36
30/03/2018 22:45;333.99
30/03/2018 23:00;322.56
30/03/2018 23:15;351.64
30/03/2018 23:30;394.41
30/03/2018 23:45;398.01
31/03/2018 00:00;379.77
31/03/2018 00:15;359.53
31/03/2018 00:30;327.74
31/03/2018 00:45;342.11
31/03/2018 01:00;372.96
31/03/2018 01:15;398.72
31/03/2018 01:30;388.11
31/03/2018 01:45;388.15
31/03/2018 02:00;375.59
31/03/2018 02:15;358.61
31/03/2018 02:30;357.34
31/03/2018 02:45;374.19
31/03/2018 03:00;370.73
31/03/2018 03:15;322.29
31/03/2018 03:30;328.02
31/03/2018 03:45;350.4
31/03/2018 04:00;330.95
31/03/2018 04:15;312.64
31/03/2018 04:30;285.66
31/03/2018 04:45;267.01
31/03/2018 05:00;259.72
31/03/2018 05:15;253.82
31/03/2018 05:30;250.53
31/03/2018 05:45;249
31/03/2018 06:00;252.92
31/03/2018 06:15;287.76
31/03/2018 06:30;282.48
31/03/2018 06:45;276.29
31/03/2018 07:00;279.36
31/03/2018 07:15;285.01
31/03/2018 07:30;291.72
31/03/2018 07:45;269.34
31/03/2018 08:00;249.16
31/03/2018 08:15;239.53
31/03/2018 08:30;227.98
31/03/2018 08:45;196.67
31/03/2018 09:00;185.38
31/03/2018 09:15;150.82
31/03/2018 09:30;128.04
31/03/2018 09:45;99.5
31/03/2018 10:00;83.3
31/03/2018 10:15;69.63
31/03/2018 10:30;56.83
31/03/2018 10:45;56.26
31/03/2018 11:00;42.99
31/03/2018 11:15;43.82
31/03/2018 11:30;45.44
31/03/2018 11:45;49.05
31/03/2018 12:00;53.23
31/03/2018 12:15;54.54
31/03/2018 12:30;74.6
31/03/2018 12:45;81.07
31/03/2018 13:00;86.81
31/03/2018 13:15;103.79
31/03/2018 13:30;114.37
31/03/2018 13:45;132.11
31/03/2018 14:00;135.97
31/03/2018 14:15;143.95
31/03/2018 14:30;162.43
31/03/2018 14:45;171.26
31/03/2018 15:00;171.52
31/03/2018 15:15;184.52
31/03/2018 15:30;169.61
31/03/2018 15:45;167.59
31/03/2018 16:00;155.55
31/03/2018 16:15;163.81
31/03/2018 16:30;144.56
31/03/2018 16:45;171.96
31/03/2018 17:00;170.55
31/03/2018 17:15;178.59
31/03/2018 17:30;100.16
31/03/2018 17:45;135.92
31/03/2018 18:00;150.23
31/03/2018 18:15;213.68
31/03/2018 18:30;237.79
31/03/2018 18:45;229.58
31/03/2018 19:00;218.04
31/03/2018 19:15;205.82
31/03/2018 19:30;151.81
31/03/2018 19:45;209.73
31/03/2018 20:00;207.8
31/03/2018 20:15;227.83
31/03/2018 20:30;198.64
31/03/2018 20:45;151.97
31/03/2018 21:00;176.19
31/03/2018 21:15;117.71
31/03/2018 21:30;109.51
31/03/2018 21:45;120.82
31/03/2018 22:00;133.66
31/03/2018 22:15;148.07
31/03/2018 22:30;143.73
31/03/2018 22:45;136.75
31/03/2018 23:00;131.24
31/03/2018 23:15;142.69
31/03/2018 23:30;158.08
31/03/2018 23:45;133.15
01/04/2018 00:00;127.32
01/04/2018 00:15;145.59
01/04/2018 00:30;152.98
01/04/2018 00:45;171.28
01/04/2018 01:00;158.71
01/04/2018 01:15;176.4
01/04/2018 01:30;198.42
01/04/2018 01:45;199.46
01/04/2018 02:00;201.44
01/04/2018 02:15;208.95
01/04/2018 02:30;207.51
01/04/2018 02:45;207.62
01/04/2018 03:00;223.55
01/04/2018 03:15;199.71
01/04/2018 03:30;211.31
01/04/2018 03:45;222.27
01/04/2018 04:00;239.62
01/04/2018 04:15;197.96
01/04/2018 04:30;199.88
01/04/2018 04:45;209.13
01/04/2018 05:00;238.6
01/04/2018 05:15;254.53
01/04/2018 05:30;261.98
01/04/2018 05:45;245.47
01/04/2018 06:00;234.87
01/04/2018 06:15;227.5
01/04/2018 06:30;227.92
01/04/2018 06:45;302.6
01/04/2018 07:00;310.51
01/04/2018 07:15;282.93
01/04/2018 07:30;284.92
01/04/2018 07:45;259
01/04/2018 08:00;260.5
01/04/2018 08:15;284.82
01/04/2018 08:30;292.09
01/04/2018 08:45;275.43
01/03/2018 09:00;882.41
01/03/2018 09:15;900.91
01/03/2018 09:30;934.8
01/03/2018 09:45;956.12
01/03/2018 10:00;938.16
01/03/2018 10:15;931.74
01/03/2018 10:30;933.65
01/03/2018 10:45;916.12
01/03/2018 11:00;979.27
01/03/2018 11:15;911.43
01/03/2018 11:30;881.72
